,HW,AW,D,gammaHome,DaysSinceLastMatchRate,HTW_rate,HTD_rate,HTL_rate,ATW_rate,ATD_rate,ATL_rate,HTHW_rate,HTHD_rate,HTHL_rate,ATAW_rate,ATAD_rate,ATAL_rate,1_last_HTR,2_last_HTR,1_last_ATR,2_last_ATR,1_last_HTHR,2_last_HTHR,1_last_ATAR,2_last_ATAR,7_HTW_rate,12_HTW_rate,7_ATW_rate,12_ATW_rate,7_HTL_rate,12_HTL_rate,7_ATL_rate,12_ATD_rate,7_HTD_rate,12_HTD_rate,7_ATD_rate,7_ATD_rate,5_HTHW_rate,5_ATAW_rate,1_last_HTRisW,1_last_HTRisD,1_last_HTRisL,2_last_HTRisW,2_last_HTRisD,2_last_HTRisL,1_last_ATRisW,1_last_ATRisD,1_last_ATRisL,2_last_ATRisW,2_last_ATRisD,2_last_ATRisL,1_last_HTHRisW,1_last_HTHRisD,1_last_HTHRisL,2_last_HTHRisW,2_last_HTHRisD,2_last_HTHRisL,1_last_ATARisW,1_last_ATARisD,1_last_ATARisL,2_last_ATARisW,2_last_ATARisD,2_last_ATARisL
2143,0,0,1,0.18006667923977973,1.4,0.24,0.24,0.52,0.68,0.08,0.24,0.3076923076923077,0.3076923076923077,0.3846153846153846,0.46153846153846156,0.15384615384615385,0.3846153846153846,L,D,L,W,D,W,W,W,0.14285714285714285,0.25,0.8571428571428571,0.8333333333333334,0.5714285714285714,0.5714285714285714,0.1428571428571429,0.08333333333333333,0.2857142857142857,0.3333333333333333,0.0,0.0,0.2,0.8,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2144,1,0,0,0.7486153761115879,0.7142857142857143,0.64,0.2,0.15999999999999992,0.44,0.16,0.4,0.7692307692307693,0.15384615384615385,0.07692307692307687,0.46153846153846156,0.07692307692307693,0.46153846153846145,W,D,L,D,D,W,D,W,0.8571428571428571,0.75,0.2857142857142857,0.4166666666666667,0.0,0.0,0.5714285714285714,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.8,0.6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
2145,1,0,0,0.4304790606187858,1.0,0.28,0.08,0.6399999999999999,0.16,0.44,0.4,0.38461538461538464,0.15384615384615385,0.46153846153846145,0.07692307692307693,0.46153846153846156,0.46153846153846145,L,W,D,L,W,W,L,L,0.42857142857142855,0.4166666666666667,0.14285714285714285,0.08333333333333333,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.4166666666666667,0.14285714285714285,0.08333333333333333,0.5714285714285714,0.5714285714285714,0.6,0.0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
2146,0,1,0,0.5492040015342393,1.0,0.28,0.24,0.48,0.2,0.28,0.52,0.23076923076923078,0.15384615384615385,0.6153846153846154,0.15384615384615385,0.3076923076923077,0.5384615384615384,L,W,W,D,W,L,D,W,0.2857142857142857,0.25,0.2857142857142857,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.25,0.2857142857142857,0.25,0.2857142857142857,0.2857142857142857,0.2,0.2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
2147,1,0,0,0.38122703905560135,1.0,0.56,0.2,0.24,0.68,0.16,0.15999999999999992,0.7692307692307693,0.07692307692307693,0.15384615384615374,0.6153846153846154,0.15384615384615385,0.23076923076923073,D,W,W,D,W,D,D,W,0.42857142857142855,0.5833333333333334,0.8571428571428571,0.6666666666666666,0.2857142857142858,0.2857142857142858,0.0,0.25,0.2857142857142857,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.8,0.6,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
2148,0,0,1,0.816277028648229,1.0,0.48,0.16,0.36,0.24,0.04,0.72,0.46153846153846156,0.15384615384615385,0.3846153846153846,0.23076923076923078,0.0,0.7692307692307692,L,W,L,L,W,W,L,L,0.5714285714285714,0.5,0.2857142857142857,0.25,0.4285714285714286,0.4285714285714286,0.7142857142857143,0.0,0.0,0.08333333333333333,0.0,0.0,0.6,0.2,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
2149,1,0,0,0.5221133969348688,1.0,0.52,0.2,0.28,0.48,0.36,0.16000000000000003,0.38461538461538464,0.23076923076923078,0.3846153846153846,0.3076923076923077,0.46153846153846156,0.23076923076923073,D,L,W,L,L,W,L,D,0.5714285714285714,0.5833333333333334,0.42857142857142855,0.5833333333333334,0.1428571428571429,0.1428571428571429,0.2857142857142858,0.25,0.2857142857142857,0.25,0.2857142857142857,0.2857142857142857,0.4,0.2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
2150,0,0,1,0.40855007570546703,1.0,0.19230769230769232,0.23076923076923078,0.5769230769230769,0.2692307692307692,0.23076923076923078,0.5,0.3076923076923077,0.23076923076923078,0.46153846153846145,0.3076923076923077,0.3076923076923077,0.3846153846153846,L,W,L,L,W,L,L,D,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.25,0.7142857142857143,0.7142857142857143,0.4285714285714286,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.2857142857142857,0.4,0.2,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
2151,0,1,0,0.38846231354902316,1.0,0.2692307692307692,0.23076923076923078,0.5,0.34615384615384615,0.34615384615384615,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3846153846153846,W,D,D,W,D,L,W,D,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.25,0.5714285714285714,0.5714285714285714,0.2857142857142858,0.4166666666666667,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.2,0.4,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2152,0,0,1,0.18732281601455011,1.0,0.15384615384615385,0.4230769230769231,0.42307692307692313,0.6538461538461539,0.19230769230769232,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.3846153846153846,0.46153846153846156,0.23076923076923078,0.3076923076923077,L,D,W,W,D,D,W,W,0.14285714285714285,0.08333333333333333,0.8571428571428571,0.75,0.4285714285714286,0.4285714285714286,0.0,0.16666666666666666,0.42857142857142855,0.4166666666666667,0.14285714285714285,0.14285714285714285,0.2,0.6,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2153,1,0,0,0.48836174819503775,1.0,0.23076923076923078,0.2692307692307692,0.5,0.23076923076923078,0.2692307692307692,0.5,0.23076923076923078,0.23076923076923078,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.6923076923076923,W,W,D,L,W,L,L,L,0.42857142857142855,0.25,0.14285714285714285,0.16666666666666666,0.2857142857142858,0.2857142857142858,0.4285714285714286,0.4166666666666667,0.2857142857142857,0.25,0.42857142857142855,0.42857142857142855,0.2,0.2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
2154,0,0,1,0.5280818311614417,1.3333333333333333,0.6538461538461539,0.15384615384615385,0.1923076923076923,0.46153846153846156,0.19230769230769232,0.34615384615384615,0.6923076923076923,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.3846153846153846,L,W,D,L,W,W,L,L,0.7142857142857143,0.5833333333333334,0.42857142857142855,0.5,0.1428571428571428,0.1428571428571428,0.4285714285714286,0.08333333333333333,0.14285714285714285,0.25,0.14285714285714285,0.14285714285714285,0.6,0.6,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
2155,0,1,0,0.2334236323860155,0.75,0.23076923076923078,0.07692307692307693,0.6923076923076923,0.5769230769230769,0.19230769230769232,0.23076923076923084,0.23076923076923078,0.07692307692307693,0.6923076923076923,0.3076923076923077,0.3076923076923077,0.3846153846153846,D,L,W,D,L,L,D,W,0.14285714285714285,0.25,0.5714285714285714,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.1428571428571429,0.16666666666666666,0.14285714285714285,0.08333333333333333,0.2857142857142857,0.2857142857142857,0.4,0.4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
2156,0,1,0,0.3034221738819129,1.3333333333333333,0.4230769230769231,0.15384615384615385,0.42307692307692313,0.5384615384615384,0.19230769230769232,0.2692307692307693,0.38461538461538464,0.23076923076923078,0.3846153846153846,0.6153846153846154,0.15384615384615385,0.23076923076923073,L,L,W,D,L,L,D,W,0.14285714285714285,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.1428571428571428,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.2,0.8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
2157,0,0,1,0.4917036476377681,1.0,0.23076923076923078,0.3076923076923077,0.46153846153846145,0.2692307692307692,0.23076923076923078,0.5,0.38461538461538464,0.38461538461538464,0.23076923076923073,0.23076923076923078,0.15384615384615385,0.6153846153846154,D,W,W,L,W,L,L,L,0.14285714285714285,0.25,0.2857142857142857,0.25,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.25,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.6,0.0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
2158,1,0,0,0.8031359464236643,1.4,0.6538461538461539,0.11538461538461539,0.23076923076923073,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.8461538461538461,0.0,0.15384615384615385,0.07142857142857142,0.21428571428571427,0.7142857142857143,D,L,D,D,L,W,D,L,0.7142857142857143,0.75,0.14285714285714285,0.25,0.1428571428571428,0.1428571428571428,0.4285714285714286,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.42857142857142855,0.42857142857142855,0.8,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
2159,1,0,0,0.42202449587789986,1.0,0.25925925925925924,0.25925925925925924,0.4814814814814815,0.37037037037037035,0.3333333333333333,0.2962962962962963,0.2857142857142857,0.21428571428571427,0.5,0.35714285714285715,0.2857142857142857,0.3571428571428572,W,W,W,D,W,W,W,W,0.5714285714285714,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.2857142857142858,0.2857142857142858,0.1428571428571429,0.4166666666666667,0.14285714285714285,0.25,0.42857142857142855,0.42857142857142855,0.4,0.6,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
2160,0,1,0,0.19846835427640125,1.4,0.3076923076923077,0.07692307692307693,0.6153846153846154,0.4444444444444444,0.2222222222222222,0.33333333333333337,0.42857142857142855,0.14285714285714285,0.4285714285714286,0.42857142857142855,0.21428571428571427,0.3571428571428572,W,L,D,D,W,W,D,L,0.42857142857142855,0.5,0.2857142857142857,0.5,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.16666666666666666,0.14285714285714285,0.08333333333333333,0.2857142857142857,0.2857142857142857,0.6,0.4,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
2161,0,0,1,0.5590899625738925,1.1,0.14814814814814814,0.4444444444444444,0.40740740740740744,0.2222222222222222,0.07407407407407407,0.7037037037037037,0.21428571428571427,0.42857142857142855,0.3571428571428572,0.21428571428571427,0.07142857142857142,0.7142857142857143,D,L,L,D,D,D,D,L,0.14285714285714285,0.08333333333333333,0.14285714285714285,0.25,0.4285714285714286,0.4285714285714286,0.7142857142857143,0.08333333333333333,0.42857142857142855,0.5,0.14285714285714285,0.14285714285714285,0.2,0.2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2162,0,1,0,0.47038886838840505,1.0,0.18518518518518517,0.25925925925925924,0.5555555555555556,0.25925925925925924,0.2222222222222222,0.5185185185185186,0.2857142857142857,0.2857142857142857,0.4285714285714286,0.14285714285714285,0.14285714285714285,0.7142857142857143,D,L,L,W,D,W,W,L,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.2,0.2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
2163,1,0,0,0.6178944493208757,0.8461538461538461,0.6296296296296297,0.2222222222222222,0.14814814814814814,0.46153846153846156,0.34615384615384615,0.1923076923076923,0.7857142857142857,0.14285714285714285,0.0714285714285714,0.2857142857142857,0.42857142857142855,0.2857142857142858,D,W,L,W,W,D,L,L,0.7142857142857143,0.6666666666666666,0.42857142857142855,0.5,0.0,0.0,0.2857142857142858,0.25,0.2857142857142857,0.25,0.2857142857142857,0.2857142857142857,0.8,0.2,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2164,1,0,0,0.8020584475172096,0.7142857142857143,0.6296296296296297,0.18518518518518517,0.18518518518518512,0.23076923076923078,0.23076923076923078,0.5384615384615384,0.6428571428571429,0.21428571428571427,0.1428571428571428,0.23076923076923078,0.3076923076923077,0.46153846153846145,D,L,L,W,D,W,W,W,0.5714285714285714,0.5,0.42857142857142855,0.3333333333333333,0.1428571428571429,0.1428571428571429,0.2857142857142858,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.6,0.6,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2165,1,0,0,0.7209085398982963,1.0,0.5925925925925926,0.18518518518518517,0.22222222222222232,0.25925925925925924,0.25925925925925924,0.4814814814814815,0.7857142857142857,0.07142857142857142,0.1428571428571429,0.21428571428571427,0.21428571428571427,0.5714285714285714,W,W,D,W,W,W,D,L,0.7142857142857143,0.6666666666666666,0.2857142857142857,0.16666666666666666,0.0,0.0,0.5714285714285714,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.8,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2166,1,0,0,0.5608591940660301,0.9166666666666666,0.4074074074074074,0.14814814814814814,0.4444444444444444,0.25925925925925924,0.25925925925925924,0.4814814814814815,0.35714285714285715,0.21428571428571427,0.4285714285714286,0.2857142857142857,0.35714285714285715,0.3571428571428572,L,L,D,L,L,L,D,L,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.7142857142857143,0.7142857142857143,0.4285714285714286,0.25,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.2857142857142857,0.2,0.2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
2167,1,0,0,0.22822159485613672,1.0909090909090908,0.2222222222222222,0.25925925925925924,0.5185185185185186,0.5555555555555556,0.18518518518518517,0.2592592592592593,0.2857142857142857,0.35714285714285715,0.3571428571428572,0.6428571428571429,0.14285714285714285,0.2142857142857142,L,D,W,W,D,D,W,D,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.6666666666666666,0.4285714285714286,0.4285714285714286,0.1428571428571428,0.16666666666666666,0.42857142857142855,0.4166666666666667,0.14285714285714285,0.14285714285714285,0.2,0.8,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2168,1,0,0,0.6906410116334704,1.0,0.4444444444444444,0.3333333333333333,0.22222222222222232,0.2857142857142857,0.25,0.4642857142857143,0.6153846153846154,0.23076923076923078,0.15384615384615374,0.21428571428571427,0.2857142857142857,0.5,L,L,W,W,W,W,W,D,0.2857142857142857,0.4166666666666667,0.7142857142857143,0.4166666666666667,0.4285714285714286,0.4285714285714286,0.1428571428571428,0.25,0.2857142857142857,0.25,0.14285714285714285,0.14285714285714285,0.8,0.4,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2169,0,1,0,0.15840257530997975,1.0,0.21428571428571427,0.10714285714285714,0.6785714285714286,0.6428571428571429,0.21428571428571427,0.1428571428571428,0.21428571428571427,0.07142857142857142,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.2857142857142858,D,L,W,D,L,L,D,W,0.0,0.16666666666666666,0.7142857142857143,0.75,0.7142857142857143,0.7142857142857143,0.0,0.25,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.2857142857142857,0.2,0.6,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
2170,0,1,0,0.38429101015958345,1.1666666666666667,0.2857142857142857,0.21428571428571427,0.5,0.42857142857142855,0.14285714285714285,0.4285714285714286,0.35714285714285715,0.2857142857142857,0.3571428571428572,0.42857142857142855,0.07142857142857142,0.5,W,L,W,L,L,D,L,D,0.2857142857142857,0.25,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.16666666666666666,0.14285714285714285,0.25,0.14285714285714285,0.14285714285714285,0.2,0.4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
2171,0,1,0,0.31252715633808154,1.1666666666666667,0.35714285714285715,0.32142857142857145,0.3214285714285714,0.6071428571428571,0.17857142857142858,0.2142857142857143,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.3571428571428572,L,W,W,W,D,D,W,D,0.42857142857142855,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.1428571428571429,0.1428571428571429,0.0,0.16666666666666666,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.2,0.4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
2172,1,0,0,0.20792754183983772,1.0,0.21428571428571427,0.32142857142857145,0.4642857142857143,0.6428571428571429,0.17857142857142858,0.1785714285714285,0.35714285714285715,0.42857142857142855,0.2142857142857143,0.5714285714285714,0.14285714285714285,0.2857142857142858,L,D,W,D,D,W,L,D,0.14285714285714285,0.16666666666666666,0.5714285714285714,0.5833333333333334,0.5714285714285714,0.5714285714285714,0.1428571428571429,0.25,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.4,0.6,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
2173,1,0,0,0.4833557732972038,1.0,0.25,0.25,0.5,0.25,0.25,0.5,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.14285714285714285,0.14285714285714285,0.7142857142857143,L,D,W,L,L,W,L,L,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.4166666666666667,0.2857142857142857,0.25,0.2857142857142857,0.2857142857142857,0.2,0.0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
2174,0,0,1,0.5577069318697221,0.875,0.25,0.25,0.5,0.2962962962962963,0.07407407407407407,0.6296296296296297,0.2857142857142857,0.2857142857142857,0.4285714285714286,0.15384615384615385,0.0,0.8461538461538461,L,D,L,W,W,W,L,L,0.2857142857142857,0.16666666666666666,0.42857142857142855,0.4166666666666667,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.08333333333333333,0.14285714285714285,0.25,0.14285714285714285,0.14285714285714285,0.4,0.2,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2175,1,0,0,0.811498465296275,0.875,0.5357142857142857,0.17857142857142858,0.2857142857142857,0.17857142857142858,0.25,0.5714285714285714,0.42857142857142855,0.21428571428571427,0.3571428571428572,0.07142857142857142,0.21428571428571427,0.7142857142857143,L,W,L,D,W,L,L,L,0.5714285714285714,0.5833333333333334,0.14285714285714285,0.16666666666666666,0.2857142857142858,0.2857142857142858,0.7142857142857143,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.6,0.0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
2176,0,0,1,0.46648163026473877,0.8571428571428571,0.2413793103448276,0.2413793103448276,0.5172413793103448,0.2413793103448276,0.3103448275862069,0.4482758620689655,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.06666666666666667,0.2,0.7333333333333334,L,W,W,L,W,D,L,D,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.25,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.4,0.0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
2177,0,1,0,0.39791958435409436,0.8571428571428571,0.2857142857142857,0.10714285714285714,0.6071428571428572,0.3448275862068966,0.3103448275862069,0.3448275862068966,0.4,0.13333333333333333,0.4666666666666667,0.3333333333333333,0.26666666666666666,0.4,D,L,L,L,L,W,L,W,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.25,0.14285714285714285,0.16666666666666666,0.42857142857142855,0.42857142857142855,0.6,0.4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
2178,0,1,0,0.224298648710125,1.0,0.14285714285714285,0.4642857142857143,0.3928571428571428,0.4642857142857143,0.21428571428571427,0.3214285714285714,0.2,0.4666666666666667,0.33333333333333326,0.4666666666666667,0.2,0.33333333333333326,D,D,W,D,D,D,W,D,0.0,0.08333333333333333,0.42857142857142855,0.5833333333333334,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.16666666666666666,0.5714285714285714,0.5833333333333334,0.2857142857142857,0.2857142857142857,0.2,0.4,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
2179,1,0,0,0.4568415204916434,0.8571428571428571,0.1724137931034483,0.2413793103448276,0.5862068965517241,0.20689655172413793,0.10344827586206896,0.6896551724137931,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.2,0.13333333333333333,0.6666666666666666,L,L,L,D,L,D,D,D,0.14285714285714285,0.08333333333333333,0.0,0.16666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.2857142857142857,0.2,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
2180,1,0,0,0.5930334339601362,1.1666666666666667,0.6551724137931034,0.20689655172413793,0.13793103448275867,0.5517241379310345,0.1724137931034483,0.27586206896551724,0.8,0.13333333333333333,0.06666666666666665,0.6,0.13333333333333333,0.2666666666666667,W,W,W,L,W,W,L,W,0.7142857142857143,0.75,0.5714285714285714,0.6666666666666666,0.0,0.0,0.2857142857142858,0.16666666666666666,0.2857142857142857,0.25,0.14285714285714285,0.14285714285714285,0.8,0.6,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
2181,0,0,1,0.5354140417497353,,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.27586206896551724,0.10344827586206896,0.6206896551724138,0.21428571428571427,0.14285714285714285,0.6428571428571429,0.14285714285714285,0.07142857142857142,0.7857142857142857,L,L,L,D,L,W,D,L,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.2,0.2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
2182,1,0,0,0.5144000318639222,0.5,0.23333333333333334,0.3333333333333333,0.43333333333333335,0.27586206896551724,0.2413793103448276,0.48275862068965514,0.4,0.4,0.19999999999999996,0.2,0.26666666666666666,0.5333333333333333,D,W,L,W,W,D,L,W,0.2857142857142857,0.16666666666666666,0.5714285714285714,0.4166666666666667,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.16666666666666666,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.4,0.4,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
2183,1,0,0,0.5734087935904835,1.0,0.36666666666666664,0.3,0.33333333333333337,0.23333333333333334,0.26666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.13333333333333333,0.13333333333333333,0.7333333333333334,W,L,D,L,L,D,L,L,0.42857142857142855,0.4166666666666667,0.14285714285714285,0.16666666666666666,0.2857142857142858,0.2857142857142858,0.4285714285714286,0.3333333333333333,0.2857142857142857,0.25,0.42857142857142855,0.42857142857142855,0.2,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
2184,0,1,0,0.5125563180479249,1.8571428571428572,0.2413793103448276,0.27586206896551724,0.48275862068965514,0.13793103448275862,0.4482758620689655,0.4137931034482758,0.26666666666666666,0.3333333333333333,0.4,0.07142857142857142,0.42857142857142855,0.5,D,L,L,D,D,W,L,L,0.2857142857142857,0.16666666666666666,0.0,0.08333333333333333,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.5833333333333334,0.2857142857142857,0.25,0.5714285714285714,0.5714285714285714,0.4,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
2185,1,0,0,0.3421601341632326,0.5,0.2,0.1,0.7,0.4482758620689655,0.13793103448275862,0.4137931034482758,0.2,0.06666666666666667,0.7333333333333334,0.4666666666666667,0.06666666666666667,0.4666666666666667,L,L,W,W,L,L,W,L,0.0,0.16666666666666666,0.42857142857142855,0.4166666666666667,0.7142857142857143,0.7142857142857143,0.4285714285714286,0.08333333333333333,0.2857142857142857,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.2,0.4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2186,1,0,0,0.7800473658575884,2.0,0.4642857142857143,0.32142857142857145,0.2142857142857142,0.2,0.23333333333333334,0.5666666666666667,0.6428571428571429,0.21428571428571427,0.1428571428571428,0.06666666666666667,0.2,0.7333333333333334,W,L,W,L,W,W,L,L,0.42857142857142855,0.5,0.2857142857142857,0.16666666666666666,0.4285714285714286,0.4285714285714286,0.5714285714285714,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.14285714285714285,0.8,0.0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
2187,1,0,0,0.18349163868880242,1.8571428571428572,0.27586206896551724,0.2413793103448276,0.48275862068965514,0.6666666666666666,0.2,0.1333333333333333,0.26666666666666666,0.13333333333333333,0.6,0.4666666666666667,0.26666666666666666,0.2666666666666666,W,L,W,W,W,L,W,D,0.2857142857142857,0.25,0.7142857142857143,0.8333333333333334,0.4285714285714286,0.4285714285714286,0.0,0.16666666666666666,0.2857142857142857,0.25,0.2857142857142857,0.2857142857142857,0.4,0.8,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
