,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0,10.0,-10.0,7.373333333333333,10.024993991828888,0.3373231241770776,0.34344816313430665,0.23238424026873122,0.23198663378376147,0.3677521394445319,0.36953547899473377,0.3833438221103419,0.3780324463182906,0.2486415183493463,0.25361728463061395,0.25092563457100897,0.25275037430993785,0.38360634220612166,0.38360634220612166,0.365730543318649,0.365730543318649,0.4607386363636364,0.28784564393939394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,10.0,-10.0,7.373333333333333,10.024993991828888,0.3373231241770776,0.34344816313430665,0.23238424026873122,0.23198663378376147,0.3677521394445319,0.36953547899473377,0.3833438221103419,0.3780324463182906,0.2486415183493463,0.25361728463061395,0.25092563457100897,0.25275037430993785,0.38360634220612166,0.38360634220612166,0.365730543318649,0.365730543318649,0.4607386363636364,0.28784564393939394,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-10.0,10.0,7.373333333333333,10.024993991828888,0.3373231241770776,0.34344816313430665,0.23238424026873122,0.23198663378376147,0.3677521394445319,0.36953547899473377,0.3833438221103419,0.3780324463182906,0.2486415183493463,0.25361728463061395,0.25092563457100897,0.25275037430993785,0.38360634220612166,0.38360634220612166,0.365730543318649,0.365730543318649,0.4607386363636364,0.28784564393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10.0,-10.0,7.373333333333333,10.024993991828888,0.3373231241770776,0.34344816313430665,0.23238424026873122,0.23198663378376147,0.3677521394445319,0.36953547899473377,0.3833438221103419,0.3780324463182906,0.2486415183493463,0.25361728463061395,0.25092563457100897,0.25275037430993785,0.38360634220612166,0.38360634220612166,0.365730543318649,0.365730543318649,0.4607386363636364,0.28784564393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10.0,-10.0,7.373333333333333,10.024993991828888,0.3373231241770776,0.34344816313430665,0.23238424026873122,0.23198663378376147,0.3677521394445319,0.36953547899473377,0.3833438221103419,0.3780324463182906,0.2486415183493463,0.25361728463061395,0.25092563457100897,0.25275037430993785,0.38360634220612166,0.38360634220612166,0.365730543318649,0.365730543318649,0.4607386363636364,0.28784564393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,-10.0,10.0,7.373333333333333,10.024993991828888,0.3373231241770776,0.34344816313430665,0.23238424026873122,0.23198663378376147,0.3677521394445319,0.36953547899473377,0.3833438221103419,0.3780324463182906,0.2486415183493463,0.25361728463061395,0.25092563457100897,0.25275037430993785,0.38360634220612166,0.38360634220612166,0.365730543318649,0.365730543318649,0.4607386363636364,0.28784564393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,10.0,-10.0,7.373333333333333,10.024993991828888,0.3373231241770776,0.34344816313430665,0.23238424026873122,0.23198663378376147,0.3677521394445319,0.36953547899473377,0.3833438221103419,0.3780324463182906,0.2486415183493463,0.25361728463061395,0.25092563457100897,0.25275037430993785,0.38360634220612166,0.38360634220612166,0.365730543318649,0.365730543318649,0.4607386363636364,0.28784564393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,10.0,-10.0,7.373333333333333,10.024993991828888,0.3373231241770776,0.34344816313430665,0.23238424026873122,0.23198663378376147,0.3677521394445319,0.36953547899473377,0.3833438221103419,0.3780324463182906,0.2486415183493463,0.25361728463061395,0.25092563457100897,0.25275037430993785,0.38360634220612166,0.38360634220612166,0.365730543318649,0.365730543318649,0.4607386363636364,0.28784564393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10.0,-10.0,7.373333333333333,10.024993991828888,0.3373231241770776,0.34344816313430665,0.23238424026873122,0.23198663378376147,0.3677521394445319,0.36953547899473377,0.3833438221103419,0.3780324463182906,0.2486415183493463,0.25361728463061395,0.25092563457100897,0.25275037430993785,0.38360634220612166,0.38360634220612166,0.365730543318649,0.365730543318649,0.4607386363636364,0.28784564393939394,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,7.373333333333333,10.024993991828888,0.3373231241770776,0.34344816313430665,0.23238424026873122,0.23198663378376147,0.3677521394445319,0.36953547899473377,0.3833438221103419,0.3780324463182906,0.2486415183493463,0.25361728463061395,0.25092563457100897,0.25275037430993785,0.38360634220612166,0.38360634220612166,0.365730543318649,0.365730543318649,0.4607386363636364,0.28784564393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
